ParsedDate,States,Regions,Actual,Predicted,Absolute_Error,Percentage_Error
2020-04-23,DNH,WR,18.3,18.518858,0.21885795593261648,1.1959451143858824
2020-04-24,DNH,WR,18.1,17.673676,0.4263244628906264,2.355383772876389
2020-04-25,DNH,WR,18.0,17.638077,0.3619232177734375,2.010684543185764
2020-04-26,DNH,WR,17.6,18.129492,0.529491806030272,3.0084761706265453
2020-04-27,DNH,WR,17.6,17.91515,0.3151496887207017,1.7906232313676231
2020-04-28,DNH,WR,17.5,17.581656,0.08165550231933594,0.46660287039620535
2020-04-29,DNH,WR,17.6,17.558142,0.041858291625977984,0.23783120242032943
2020-04-30,DNH,WR,17.5,16.891903,0.6080970764160156,3.4748404366629466
2020-05-01,DNH,WR,17.4,17.663898,0.26389846801757955,1.5166578621699975
2020-05-02,DNH,WR,17.1,17.985735,0.8857349395751939,5.179736488743823
2020-05-03,DNH,WR,6.0,17.919102,11.91910171508789,198.65169525146484
2020-05-04,DNH,WR,6.7,8.072532,1.3725317001342772,20.485547763198166
2020-05-05,DNH,WR,7.3,8.593182,1.293181610107422,17.714816576814002
2020-05-13,DNH,WR,7.5,8.680839,1.1808385848999023,15.744514465332033
2020-05-14,DNH,WR,7.6,8.680839,1.0808385848999027,14.2215603276303
2020-05-15,DNH,WR,7.9,8.531853,0.6318527221679684,7.998135723645169
2020-05-16,DNH,WR,7.8,9.0407915,1.2407915115356447,15.907583481226215
2020-05-17,DNH,WR,18.4,9.606833,8.793166542053221,47.78894859811534
2020-05-18,DNH,WR,18.0,18.062576,0.0625762939453125,0.34764607747395837
2020-05-19,DNH,WR,18.1,18.127811,0.027811431884764204,0.1536543198053271
2020-05-20,DNH,WR,18.2,18.053656,0.14634437561035085,0.8040899758810487
2020-05-21,DNH,WR,17.9,18.10148,0.20148048400879048,1.1255892961384943
2020-05-22,DNH,WR,18.0,17.738537,0.2614631652832031,1.4525731404622397
2020-05-23,DNH,WR,17.7,17.738537,0.038536834716797586,0.21772223003840444
2020-06-01,DNH,WR,18.2,18.750021,0.5500209808349616,3.022093301290998
2020-06-02,DNH,WR,18.5,18.053642,0.44635772705078125,2.4127444705447636
2020-06-03,DNH,WR,18.8,18.704752,0.09524803161621165,0.506638466043679
2020-06-04,DNH,WR,18.9,18.704752,0.19524803161620952,1.033058368339733
2020-06-05,DNH,WR,18.7,19.095638,0.3956382751464851,2.115712701318102
2020-07-01,DNH,WR,18.6,18.474688,0.1253124237060561,0.6737227080970758
2020-07-02,DNH,WR,18.2,18.796524,0.5965240478515632,3.2776046585250724
2020-07-03,DNH,WR,17.4,18.08642,0.686420059204103,3.9449428689890977
2020-07-04,DNH,WR,18.3,18.08642,0.21357994079589915,1.167103501616935
2020-07-05,DNH,WR,18.7,18.031837,0.668162536621093,3.5730616931609256
2020-08-01,DNH,WR,18.5,18.72012,0.22011947631835938,1.1898350071262669
2020-08-02,DNH,WR,18.6,18.987373,0.38737335205077983,2.0826524303805365
2020-08-03,DNH,WR,18.6,19.13633,0.5363296508789048,2.8834927466607785
2020-08-04,DNH,WR,18.2,19.13633,0.936329650878907,5.144668411422566
2020-08-05,DNH,WR,18.6,18.336908,0.26309165954589986,1.4144712878811818
2020-09-01,DNH,WR,19.0,18.814493,0.18550682067871094,0.9763516877826891
2020-09-02,DNH,WR,19.2,19.744287,0.5442874908447273,2.8348306814829547
2020-09-03,DNH,WR,19.5,19.744287,0.24428749084472656,1.2527563633062901
2020-09-04,DNH,WR,19.1,19.72407,0.6240695953369126,3.267380080297972
2020-09-05,DNH,WR,19.1,19.72407,0.6240695953369126,3.267380080297972
2020-10-01,DNH,WR,19.0,18.916298,0.08370208740234375,0.4405373021175987
2020-10-02,DNH,WR,17.4,20.407766,3.0077663421630874,17.2860134607074
2020-10-03,DNH,WR,17.8,19.051775,1.2517749786376946,7.0324437002117675
2020-10-04,DNH,WR,18.5,17.80735,0.6926498413085938,3.7440531962626684
2020-10-05,DNH,WR,18.8,18.681572,0.11842803955078196,0.6299363805892657
2020-11-01,DNH,WR,18.6,17.02251,1.5774894714355483,8.481126190513699
2020-11-02,DNH,WR,18.6,18.28717,0.3128295898437514,1.681879515288986
2020-11-03,DNH,WR,17.3,18.28717,0.9871704101562493,5.706187341943638
2020-11-04,DNH,WR,17.3,17.48775,0.1877490997314446,1.0852549117424544
2020-11-05,DNH,WR,17.6,17.48775,0.11225090026855611,0.6377892060713415
2020-12-01,DNH,WR,18.1,17.40878,0.691220855712892,3.8188997553198454
2020-12-02,DNH,WR,18.2,17.66291,0.537089538574218,2.951041420737462
2020-12-03,DNH,WR,18.4,17.912066,0.48793449401855327,2.6518179022747463
2020-12-04,DNH,WR,18.2,17.585459,0.6145412445068352,3.376600244543051
2020-12-05,DNH,WR,18.4,17.585459,0.8145412445068345,4.426854589711057
2020-02-28,Delhi,NR,110.5,112.308395,1.8083953857421875,1.6365569101739252
2020-02-29,Delhi,NR,99.6,110.62602,11.026022338867193,11.070303553079512
2020-03-01,Delhi,NR,73.8,100.66907,26.869067382812503,36.407950383214775
2020-03-02,Delhi,NR,74.5,71.27678,3.2232208251953125,4.326470906302433
2020-03-03,Delhi,NR,74.7,74.21195,0.4880477905273466,0.6533437624194733
2020-03-04,Delhi,NR,77.5,74.1378,3.3621978759765625,4.338319839969758
2020-03-05,Delhi,NR,79.7,78.6039,1.0961029052734403,1.3752859539189966
2020-03-13,Delhi,NR,72.7,76.03612,3.3361175537109347,4.588882467277764
2020-03-14,Delhi,NR,69.3,75.002205,5.702204895019534,8.22828989180308
2020-03-15,Delhi,NR,126.4,74.35078,52.049223327636724,41.17818301237082
2020-03-16,Delhi,NR,122.3,122.98664,0.6866409301757841,0.5614398447880492
2020-03-17,Delhi,NR,119.6,118.47143,1.1285720825195256,0.9436221425748542
2020-03-18,Delhi,NR,130.2,111.987206,18.212794494628895,13.988321424446157
2020-03-19,Delhi,NR,113.4,123.734825,10.334825134277338,9.11360241117931
2020-03-20,Delhi,NR,127.8,107.83072,19.969281005859372,15.625415497542544
2020-03-21,Delhi,NR,135.5,121.51381,13.986190795898438,10.321912026493312
2020-03-22,Delhi,NR,44.3,89.63014,45.330142211914065,102.32537745353063
2020-03-23,Delhi,NR,45.8,48.663025,2.863024902343753,6.2511460749863605
2020-03-24,Delhi,NR,47.6,51.009125,3.4091247558593736,7.162026798023893
2020-03-25,Delhi,NR,46.1,52.69295,6.592951202392577,14.301412586534873
2020-03-26,Delhi,NR,47.5,49.01722,1.5172195434570312,3.1941464072779606
2020-03-27,Delhi,NR,48.4,48.7683,0.36829910278320455,0.760948559469431
2020-03-28,Delhi,NR,50.1,76.087944,25.987944030761717,51.87214377397549
2020-03-29,Delhi,NR,66.3,82.50432,16.20431823730469,24.44090231870994
2020-03-30,Delhi,NR,66.4,66.52636,0.12635955810546307,0.19030053931545643
2020-03-31,Delhi,NR,67.6,69.3527,1.752699279785162,2.5927504138833757
2020-04-01,Delhi,NR,65.5,67.45562,1.9556198120117188,2.9856791023079676
2020-04-02,Delhi,NR,64.9,65.64727,0.7472702026367131,1.1514178777145039
2020-04-03,Delhi,NR,61.4,65.57397,4.17396697998047,6.797991824072428
2020-04-04,Delhi,NR,59.6,68.02241,8.42240753173828,14.131556261305839
2020-04-05,Delhi,NR,62.0,60.348095,1.6519050598144531,2.6643629997007308
2020-04-13,Delhi,NR,63.2,69.479324,6.27932434082031,9.93563977977897
2020-04-14,Delhi,NR,63.8,69.479324,5.679324340820315,8.901762289687015
2020-04-15,Delhi,NR,63.3,69.34853,6.048533630371097,9.555345387632066
2020-04-16,Delhi,NR,64.0,69.392,5.391998291015625,8.424997329711914
2020-04-17,Delhi,NR,59.8,69.02254,9.222537231445315,15.422303062617585
2020-04-18,Delhi,NR,58.1,66.90284,8.80283966064453,15.15118702348456
2020-04-19,Delhi,NR,69.1,62.981037,6.118962860107416,8.855228451674988
2020-04-20,Delhi,NR,69.4,73.59546,4.195458984374994,6.045329948667138
2020-04-21,Delhi,NR,69.1,72.13979,3.0397933959960994,4.399122136029088
2020-04-22,Delhi,NR,68.7,71.06224,2.3622406005859347,3.4384870459766153
2020-04-23,Delhi,NR,70.0,71.06224,1.0622406005859375,1.517486572265625
2020-04-24,Delhi,NR,65.8,71.44726,5.647257995605472,8.582458959886734
2020-04-25,Delhi,NR,63.1,67.833565,4.73356475830078,7.501687414105832
2020-04-26,Delhi,NR,135.5,69.22132,66.27867889404297,48.914154165345366
2020-04-27,Delhi,NR,131.8,131.9809,0.18089599609373863,0.1372503763988912
2020-04-28,Delhi,NR,131.2,126.915146,4.284854125976551,3.2658949130918837
2020-04-29,Delhi,NR,134.4,127.35939,7.040609741210943,5.238548914591475
2020-04-30,Delhi,NR,129.2,129.13606,0.06393737792967613,0.04948713462049237
2020-05-01,Delhi,NR,129.0,118.382866,10.617134094238281,8.230336507161457
2020-05-02,Delhi,NR,123.8,123.30549,0.4945114135742159,0.39944379125542484
2020-05-03,Delhi,NR,64.8,87.44873,22.648730468750003,34.951744550540134
2020-05-04,Delhi,NR,61.2,66.87989,5.679890441894528,9.280866735121778
2020-05-05,Delhi,NR,65.8,66.81311,1.0131103515625028,1.539681385353348
2020-05-13,Delhi,NR,68.5,66.33962,2.1603775024414062,3.153835769987454
2020-05-14,Delhi,NR,65.7,68.35661,2.6566131591796847,4.043551231628135
2020-05-15,Delhi,NR,71.8,65.665,6.134999084472653,8.544566970017623
2020-05-16,Delhi,NR,75.0,70.58379,4.416206359863281,5.888275146484375
2020-05-17,Delhi,NR,70.7,80.31621,9.616207885742185,13.601425580964898
2020-05-18,Delhi,NR,69.8,75.06903,5.269030761718753,7.548754672949502
2020-05-19,Delhi,NR,71.7,75.103745,3.4037445068359347,4.747202938404372
2020-05-20,Delhi,NR,70.7,72.81423,2.114231872558591,2.9904269767448244
2020-05-21,Delhi,NR,73.4,72.531784,0.8682159423828182,1.1828555073335396
2020-05-22,Delhi,NR,62.0,75.77235,13.772346496582031,22.21346209126134
2020-05-23,Delhi,NR,72.1,69.14845,2.951547241210932,4.093685494051223
2020-06-01,Delhi,NR,60.8,74.889015,14.089015197753909,23.172722364726823
2020-06-02,Delhi,NR,62.5,68.751976,6.251976013183594,10.00316162109375
2020-06-03,Delhi,NR,62.6,69.48048,6.88047637939453,10.99117632491139
2020-06-04,Delhi,NR,63.5,69.48048,5.980476379394531,9.418073038416583
2020-06-05,Delhi,NR,65.0,69.22396,4.223960876464844,6.4984013484074525
2020-07-01,Delhi,NR,62.0,70.42298,8.422981262207031,13.58545364872102
2020-07-02,Delhi,NR,59.3,69.51824,10.218241882324222,17.231436563784523
2020-07-03,Delhi,NR,122.8,67.71182,55.08817749023437,44.86007938944167
2020-07-04,Delhi,NR,129.2,123.85677,5.343226623535145,4.13562432162163
2020-07-05,Delhi,NR,130.3,125.474655,4.825344848632824,3.7032577502938016
2020-08-01,Delhi,NR,128.7,123.60933,5.090670776367176,3.9554551486924447
2020-08-02,Delhi,NR,128.5,123.76786,4.732139587402344,3.682598900702213
2020-08-03,Delhi,NR,122.2,123.74956,1.5495574951171847,1.2680503233364848
2020-08-04,Delhi,NR,116.7,118.74045,2.040447998046872,1.7484558680778681
2020-08-05,Delhi,NR,61.5,79.67394,18.17394256591797,29.55112612344385
2020-09-01,Delhi,NR,62.8,61.87696,0.9230392456054659,1.4698077159322707
2020-09-02,Delhi,NR,63.9,63.254223,0.6457771301269517,1.010605837444369
2020-09-03,Delhi,NR,62.9,65.29438,2.3943801879882827,3.8066457678669043
2020-09-04,Delhi,NR,64.4,66.08911,1.6891113281249943,2.6228436772127237
2020-09-05,Delhi,NR,59.9,66.08911,6.189111328125001,10.33240622391486
2020-10-01,Delhi,NR,58.2,62.694733,4.494732666015622,7.722908360851584
2020-10-02,Delhi,NR,145.2,84.76418,60.435816955566395,41.62246346802094
2020-10-03,Delhi,NR,147.1,146.02057,1.0794311523437443,0.733807717432865
2020-10-04,Delhi,NR,145.3,144.1368,1.1632049560546989,0.8005539959082579
2020-10-05,Delhi,NR,139.2,144.36737,5.167370605468761,3.712191526917214
2020-11-01,Delhi,NR,126.4,124.52167,1.8783325195312557,1.4860225629202972
2020-11-02,Delhi,NR,122.3,120.70623,1.5937698364257784,1.3031642162107755
2020-11-03,Delhi,NR,119.6,111.330055,8.269944763183588,6.914669534434438
2020-11-04,Delhi,NR,72.0,94.499725,22.499725341796875,31.249618530273438
2020-11-05,Delhi,NR,75.0,65.940346,9.059654235839844,12.079538981119791
2020-12-01,Delhi,NR,77.3,73.10776,4.192242431640622,5.423340791255656
2020-12-02,Delhi,NR,81.3,76.25463,5.045368957519528,6.205865876407785
2020-12-03,Delhi,NR,85.6,82.76493,2.835069274902338,3.3119968164746947
2020-12-04,Delhi,NR,83.9,84.519615,0.6196151733398381,0.7385162971869345
2020-12-05,Delhi,NR,83.6,84.077675,0.47767486572266193,0.5713814183285431
2020-02-28,Goa,WR,10.7,10.259383,0.4406167984008782,4.117914003746526
2020-02-29,Goa,WR,11.2,11.457182,0.2571819305419929,2.2962672369820796
2020-03-01,Goa,WR,12.7,11.236681,1.463319015502929,11.522196972464007
2020-03-02,Goa,WR,11.0,12.80105,1.8010501861572266,16.373183510520242
2020-03-03,Goa,WR,10.4,11.387009,0.9870086669921871,9.490467951847952
2020-03-04,Goa,WR,13.5,11.012618,2.487381935119629,18.425051371256508
2020-03-05,Goa,WR,13.4,13.427491,0.02749118804931605,0.2051581197710153
2020-03-13,Goa,WR,13.6,12.319347,1.2806526184082028,9.41656337064855
2020-03-14,Goa,WR,12.2,12.4402895,0.240289497375489,1.9695860440613853
2020-03-15,Goa,WR,10.0,12.115245,2.1152448654174805,21.152448654174805
2020-03-16,Goa,WR,10.0,11.137808,1.137807846069336,11.37807846069336
2020-03-17,Goa,WR,10.5,10.676368,0.17636775970458984,1.6796929495675221
2020-03-18,Goa,WR,11.6,10.598855,1.001144981384277,8.630560184347216
2020-03-19,Goa,WR,11.6,11.83862,0.23862018585205114,2.057070567690096
2020-03-20,Goa,WR,11.6,11.718705,0.11870517730712926,1.0233204940269764
2020-03-21,Goa,WR,11.6,11.766526,0.16652622222900426,1.4355708812845196
2020-03-22,Goa,WR,6.8,11.99952,5.199520301818848,76.46353385027717
2020-03-23,Goa,WR,7.4,7.790414,0.3904138565063473,5.27586292576145
2020-03-24,Goa,WR,7.3,8.253823,0.9538232803344728,13.066072333348943
2020-03-25,Goa,WR,7.2,8.14407,0.9440696716308592,13.112078772650824
2020-03-26,Goa,WR,7.2,7.870221,0.6702211380004881,9.308626916673447
2020-03-27,Goa,WR,6.6,7.8312006,1.2312005996704105,18.654554540460765
2020-03-28,Goa,WR,6.9,8.714584,1.8145843505859371,26.29832392153532
2020-03-29,Goa,WR,12.1,10.145378,1.954621887207031,16.153899894272982
2020-03-30,Goa,WR,12.7,11.544842,1.1551582336425774,9.095734123169901
2020-03-31,Goa,WR,12.7,14.47826,1.7782600402832038,14.00204756128507
2020-04-01,Goa,WR,12.7,12.793279,0.09327869415283274,0.7344779067152185
2020-04-02,Goa,WR,12.6,13.01825,0.41825046539306676,3.3194481380402125
2020-04-03,Goa,WR,12.2,13.00046,0.8004596710205085,6.561144844430398
2020-04-04,Goa,WR,12.2,12.95447,0.7544696807861335,6.184177711361751
2020-04-05,Goa,WR,11.1,12.505393,1.4053930282592777,12.661198452786286
2020-04-13,Goa,WR,11.1,11.0774355,0.022564506530761363,0.20328384261947174
2020-04-14,Goa,WR,11.1,11.0774355,0.022564506530761363,0.20328384261947174
2020-04-15,Goa,WR,11.1,10.702356,0.3976436614990231,3.5823753288200275
2020-04-16,Goa,WR,12.1,10.950831,1.1491685867309567,9.497261047363278
2020-04-17,Goa,WR,9.9,12.215498,2.3154979705810543,23.388868389707618
2020-04-18,Goa,WR,9.5,10.097077,0.5970773696899414,6.285024944104646
2020-04-19,Goa,WR,10.8,10.310214,0.4897859573364265,4.535055160522467
2020-04-20,Goa,WR,11.7,11.089556,0.610444259643554,5.217472304645761
2020-04-21,Goa,WR,12.3,12.076907,0.2230928421020515,1.8137629439191179
2020-04-22,Goa,WR,12.3,12.4312725,0.13127250671386648,1.067256152145256
2020-04-23,Goa,WR,12.3,12.4312725,0.13127250671386648,1.067256152145256
2020-04-24,Goa,WR,12.3,12.3113575,0.011357498168944602,0.09233738348735449
2020-04-25,Goa,WR,12.3,12.27576,0.024240303039551492,0.1970756344678983
2020-04-26,Goa,WR,12.3,12.409391,0.10939140319824148,0.8893610016117193
2020-04-27,Goa,WR,12.3,12.195047,0.10495262145996165,0.8532733452029403
2020-04-28,Goa,WR,12.0,12.167941,0.16794109344482422,1.3995091120402017
2020-04-29,Goa,WR,11.9,12.144426,0.24442634582519496,2.0540029060940754
2020-04-30,Goa,WR,11.9,11.101063,0.7989372253417972,6.7137581961495565
2020-05-01,Goa,WR,11.9,11.96993,0.06992969512939418,0.5876444968856653
2020-05-02,Goa,WR,11.9,12.194901,0.29490146636962855,2.478163582938055
2020-05-03,Goa,WR,9.4,12.128267,2.7282672882080075,29.024120087319226
2020-05-04,Goa,WR,10.5,10.583109,0.08310890197753906,0.7915133521670387
2020-05-05,Goa,WR,10.6,11.081282,0.48128166198730504,4.540393037616085
2020-05-13,Goa,WR,10.4,11.00328,0.6032796859741207,5.8007662112896226
2020-05-14,Goa,WR,10.6,10.703045,0.10304489135742223,0.972121616579455
2020-05-15,Goa,WR,10.6,10.650367,0.0503667831420902,0.4751583315291528
2020-05-16,Goa,WR,10.4,10.898842,0.4988418579101559,4.796556326059191
2020-05-17,Goa,WR,9.5,11.438577,1.9385766983032227,20.406070508454977
2020-05-18,Goa,WR,10.0,10.316251,0.3162508010864258,3.1625080108642583
2020-05-19,Goa,WR,10.0,10.814424,0.8144235610961914,8.144235610961914
2020-05-20,Goa,WR,9.8,10.740268,0.9402677536010735,9.594568914296667
2020-05-21,Goa,WR,9.6,10.289916,0.689916038513184,7.1866254011790005
2020-05-22,Goa,WR,9.6,10.144898,0.5448984146118168,5.676025152206425
2020-05-23,Goa,WR,8.3,10.144898,1.8448984146118157,22.22769174231103
2020-06-01,Goa,WR,12.4,9.962084,2.43791618347168,19.66061438283613
2020-06-02,Goa,WR,12.4,12.737316,0.3373161315917965,2.7202913838048106
2020-06-03,Goa,WR,12.4,12.66316,0.26316032409667933,2.122260678199027
2020-06-04,Goa,WR,12.4,12.66316,0.26316032409667933,2.122260678199027
2020-06-05,Goa,WR,12.5,12.371936,0.12806415557861328,1.0245132446289062
2020-07-01,Goa,WR,12.3,12.529962,0.22996158599853445,1.8696063902319875
2020-07-02,Goa,WR,12.3,12.708943,0.4089433670043938,3.324742821173933
2020-07-03,Goa,WR,8.8,12.366323,3.5663234710693352,40.52640308033335
2020-07-04,Goa,WR,8.8,9.553029,0.7530290603637688,8.557148413224645
2020-07-05,Goa,WR,8.8,9.4984455,0.6984455108642571,7.936880805275647
2020-08-01,Goa,WR,10.2,9.828293,0.3717071533203118,3.644187777650116
2020-08-02,Goa,WR,10.2,10.92512,0.7251203536987312,7.109023075477758
2020-08-03,Goa,WR,10.2,11.074075,0.8740747451782234,8.569360246845328
2020-08-04,Goa,WR,10.2,11.074075,0.8740747451782234,8.569360246845328
2020-08-05,Goa,WR,10.9,10.999919,0.09991893768310511,0.9166875016798633
2020-09-01,Goa,WR,11.0,11.149338,0.1493377685546875,1.3576160777698865
2020-09-02,Goa,WR,11.0,11.300154,0.3001537322998047,2.7286702936345884
2020-09-03,Goa,WR,10.4,11.300154,0.9001537322998043,8.65532434903658
2020-09-04,Goa,WR,10.4,10.979704,0.5797039031982418,5.574075992290787
2020-09-05,Goa,WR,10.4,10.979704,0.5797039031982418,5.574075992290787
2020-10-01,Goa,WR,9.2,10.268794,1.0687940597534187,11.617326736450204
2020-10-02,Goa,WR,10.0,9.975378,0.024621963500976562,0.24621963500976565
2020-10-03,Goa,WR,10.0,10.473551,0.47355079650878906,4.735507965087891
2020-10-04,Goa,WR,10.0,10.418967,0.41896724700927734,4.189672470092773
2020-10-05,Goa,WR,10.0,10.567922,0.5679216384887695,5.679216384887695
2020-11-01,Goa,WR,10.0,9.00573,0.9942703247070312,9.942703247070312
2020-11-02,Goa,WR,10.0,10.22492,0.22492027282714844,2.2492027282714844
2020-11-03,Goa,WR,10.5,10.22492,0.27507972717285156,2.6198069254557295
2020-11-04,Goa,WR,12.0,10.150764,1.8492355346679688,15.410296122233072
2020-11-05,Goa,WR,12.0,11.819051,0.18094921112060547,1.5079100926717124
2020-12-01,Goa,WR,12.0,11.836944,0.1630563735961914,1.3588031133015952
2020-12-02,Goa,WR,12.0,11.994209,0.00579071044921875,0.04825592041015625
2020-12-03,Goa,WR,12.0,12.243363,0.2433633804321289,2.028028170267741
2020-12-04,Goa,WR,12.0,12.223148,0.22314834594726562,1.8595695495605469
2020-12-05,Goa,WR,12.0,12.171753,0.1717529296875,1.4312744140625
2020-02-28,Gujarat,WR,370.7,368.67282,2.0271789550781136,0.5468516199293535
2020-02-29,Gujarat,WR,364.2,354.64322,9.556781005859364,2.6240475029817034
2020-03-01,Gujarat,WR,318.9,336.25858,17.358575439453148,5.443266051882454
2020-03-02,Gujarat,WR,324.5,312.62833,11.871673583984375,3.6584510274219952
2020-03-03,Gujarat,WR,320.9,319.27872,1.6212829589843523,0.5052299654049088
2020-03-04,Gujarat,WR,317.8,321.33508,3.5350830078124886,1.1123609212751695
2020-03-05,Gujarat,WR,313.9,319.8701,5.970086669921898,1.9019071901630769
2020-03-13,Gujarat,WR,327.6,317.99945,9.600549316406273,2.930570609403624
2020-03-14,Gujarat,WR,326.9,330.06516,3.1651550292968977,0.9682334136729575
2020-03-15,Gujarat,WR,322.7,326.01263,3.3126342773437614,1.0265368073578438
2020-03-16,Gujarat,WR,321.8,329.8054,8.005389404296864,2.487690927376278
2020-03-17,Gujarat,WR,305.1,329.8904,24.790411376953102,8.12533968435041
2020-03-18,Gujarat,WR,331.7,306.98056,24.719439697265614,7.4523484164201435
2020-03-19,Gujarat,WR,340.4,330.94397,9.456030273437477,2.7779172366150053
2020-03-20,Gujarat,WR,344.5,339.1458,5.35418701171875,1.554190714577286
2020-03-21,Gujarat,WR,354.4,344.0634,10.336614990234352,2.9166520852805737
2020-03-22,Gujarat,WR,231.4,351.29697,119.89696655273437,51.81372798303128
2020-03-23,Gujarat,WR,240.2,259.68655,19.486553955078136,8.112636950490481
2020-03-24,Gujarat,WR,242.8,249.51768,6.717684936523426,2.7667565636422675
2020-03-25,Gujarat,WR,241.1,250.33646,9.23645629882813,3.830964868862767
2020-03-26,Gujarat,WR,243.8,240.43845,3.3615539550781364,1.3788162243962823
2020-03-27,Gujarat,WR,246.0,249.10365,3.1036529541015625,1.2616475423177085
2020-03-28,Gujarat,WR,247.4,269.47867,22.07866821289062,8.924279795024502
2020-03-29,Gujarat,WR,284.8,279.92505,4.874951171875011,1.7117103833830798
2020-03-30,Gujarat,WR,289.3,293.38974,4.089739990234364,1.4136674698355907
2020-03-31,Gujarat,WR,293.8,297.52618,3.7261840820312386,1.2682723219983794
2020-04-01,Gujarat,WR,285.2,279.87936,5.320635986328114,1.8655806403675015
2020-04-02,Gujarat,WR,285.4,288.23224,2.8322387695312727,0.9923751820361852
2020-04-03,Gujarat,WR,292.8,286.86807,5.931927490234386,2.025931519888793
2020-04-04,Gujarat,WR,287.8,286.86807,0.9319274902343864,0.3238108027221634
2020-04-05,Gujarat,WR,317.1,284.83426,32.2657409667969,10.17525732160104
2020-04-13,Gujarat,WR,327.0,316.63443,10.365570068359375,3.1698991034738153
2020-04-14,Gujarat,WR,330.1,322.11078,7.989221191406273,2.42024271172562
2020-04-15,Gujarat,WR,336.8,329.6535,7.146496582031261,2.1218814079665265
2020-04-16,Gujarat,WR,337.4,333.2948,4.105200195312477,1.2167161219064841
2020-04-17,Gujarat,WR,332.8,330.5456,2.2544067382812614,0.6774058708777828
2020-04-18,Gujarat,WR,325.8,329.82697,4.026965332031239,1.2360237360439652
2020-04-19,Gujarat,WR,326.3,330.0252,3.7252075195312386,1.141651093941538
2020-04-20,Gujarat,WR,332.1,330.69302,1.4069763183593977,0.42366043913261
2020-04-21,Gujarat,WR,327.1,339.60587,12.505865478515602,3.8232545027562215
2020-04-22,Gujarat,WR,320.1,331.03555,10.935552978515602,3.4162927143129025
2020-04-23,Gujarat,WR,320.1,331.03555,10.935552978515602,3.4162927143129025
2020-04-24,Gujarat,WR,314.9,329.4986,14.598596191406273,4.635946710513266
2020-04-25,Gujarat,WR,301.0,328.42996,27.429962158203125,9.11294423860569
2020-04-26,Gujarat,WR,390.7,310.42093,80.27907104492186,20.54749706806293
2020-04-27,Gujarat,WR,394.8,383.74957,11.050427246093761,2.7989937300136174
2020-04-28,Gujarat,WR,387.9,375.10202,12.797979736328102,3.2992987203733186
2020-04-29,Gujarat,WR,395.0,380.01624,14.9837646484375,3.7933581388449364
2020-04-30,Gujarat,WR,400.8,374.53842,26.261578369140636,6.552290012260638
2020-05-01,Gujarat,WR,398.1,377.2476,20.852410888671898,5.237983142092915
2020-05-02,Gujarat,WR,387.1,373.82123,13.278771972656273,3.4303208402625343
2020-05-03,Gujarat,WR,289.9,348.88983,58.98983154296877,20.348337889951285
2020-05-04,Gujarat,WR,294.1,289.97708,4.122918701171898,1.4018764709867044
2020-05-05,Gujarat,WR,294.8,284.31793,10.482067871093761,3.555653958987029
2020-05-13,Gujarat,WR,300.2,302.34338,2.1433837890625114,0.7139852728389445
2020-05-14,Gujarat,WR,303.6,302.2859,1.3141113281250227,0.43284299345356475
2020-05-15,Gujarat,WR,304.0,307.33322,3.333221435546875,1.0964544195877879
2020-05-16,Gujarat,WR,302.8,306.79074,3.9907409667968636,1.3179461581231386
2020-05-17,Gujarat,WR,332.1,326.83783,5.262170410156273,1.5845138241964085
2020-05-18,Gujarat,WR,333.9,336.49548,2.5954833984375227,0.7773235694631695
2020-05-19,Gujarat,WR,332.6,335.6242,3.0242065429687273,0.9092623400387032
2020-05-20,Gujarat,WR,337.0,335.55005,1.449951171875,0.43025257325667654
2020-05-21,Gujarat,WR,337.3,335.74976,1.5502441406250114,0.45960395512155683
2020-05-22,Gujarat,WR,333.9,330.48212,3.4178833007812273,1.0236248280267228
2020-05-23,Gujarat,WR,318.9,330.203,11.303002929687523,3.544372194947483
2020-06-01,Gujarat,WR,330.3,315.56427,14.735729980468761,4.46131697864631
2020-06-02,Gujarat,WR,331.3,326.6662,4.633801269531261,1.3986722817782256
2020-06-03,Gujarat,WR,330.8,326.93115,3.8688476562500114,1.1695428223246709
2020-06-04,Gujarat,WR,336.3,328.25912,8.040875244140636,2.39098282608999
2020-06-05,Gujarat,WR,331.9,327.7798,4.120214843749977,1.2414024838053563
2020-07-01,Gujarat,WR,325.8,328.8306,3.0305969238281136,0.9302016340786108
2020-07-02,Gujarat,WR,312.0,318.43546,6.435455322265625,2.062645936623598
2020-07-03,Gujarat,WR,289.7,313.21527,23.51527099609376,8.11711114811659
2020-07-04,Gujarat,WR,297.9,289.03827,8.861730957031227,2.9747334531826883
2020-07-05,Gujarat,WR,296.8,305.03717,8.237170410156239,2.7753269575998107
2020-08-01,Gujarat,WR,288.7,300.35248,11.652478027343761,4.036189133129117
2020-08-02,Gujarat,WR,292.4,289.2986,3.1013854980468523,1.0606653550091836
2020-08-03,Gujarat,WR,294.3,289.35123,4.948773193359386,1.6815403307371344
2020-08-04,Gujarat,WR,276.3,286.03394,9.733935546874989,3.52295893842743
2020-08-05,Gujarat,WR,360.1,287.34848,72.75151977539065,20.20314350885605
2020-09-01,Gujarat,WR,363.1,343.42636,19.673638916015648,5.4182426097536895
2020-09-02,Gujarat,WR,356.5,360.15607,3.65606689453125,1.0255447109484572
