ParsedDate,States,Regions,Actual,Predicted,Absolute_Error,Percentage_Error
2020-05-22,Maharashtra,WR,449.6,450.9452,1.3451904296874773,0.2991971596279976
2020-05-23,Maharashtra,WR,428.1,451.35876,23.258764648437477,5.4330214081844135
2020-06-01,Maharashtra,WR,437.4,420.28186,17.118139648437477,3.913612173854019
2020-06-02,Maharashtra,WR,439.8,431.20624,8.593762207031261,1.954015963399559
2020-06-03,Maharashtra,WR,445.8,431.9764,13.823590087890636,3.100850176736347
2020-06-04,Maharashtra,WR,449.6,445.47375,4.126245117187523,0.9177591452819222
2020-06-05,Maharashtra,WR,441.9,431.8306,10.069403076171852,2.2786610265154676
2020-07-01,Maharashtra,WR,434.6,428.4546,6.145410156250023,1.414038231994943
2020-07-02,Maharashtra,WR,421.6,442.06488,20.464880371093727,4.854098759747089
2020-07-03,Maharashtra,WR,369.2,432.25937,63.059368896484386,17.080002409665326
2020-07-04,Maharashtra,WR,395.5,388.67407,6.825927734375,1.7258982893489254
2020-07-05,Maharashtra,WR,395.5,408.1441,12.64410400390625,3.1969921628081543
2020-08-01,Maharashtra,WR,399.6,398.40765,1.1923461914062727,0.2983849327843525
2020-08-02,Maharashtra,WR,397.8,407.1371,9.337084960937489,2.347180734272873
2020-08-03,Maharashtra,WR,390.6,403.07315,12.473150634765602,3.193330935679878
2020-08-04,Maharashtra,WR,381.2,406.2714,25.071392822265636,6.576965588212391
2020-08-05,Maharashtra,WR,476.6,393.6245,82.97548828125002,17.409880042226188
2020-09-01,Maharashtra,WR,490.8,463.77243,27.027569580078136,5.506839767742081
2020-09-02,Maharashtra,WR,490.1,489.64923,0.45076904296877274,0.09197491184835191
2020-09-03,Maharashtra,WR,491.6,494.34756,2.7475646972656023,0.55890250147795
2020-09-04,Maharashtra,WR,486.1,497.46494,11.364935302734352,2.337982987602212
2020-09-05,Maharashtra,WR,486.1,473.2754,12.824609375000023,2.6382656603579555
2020-10-01,Maharashtra,WR,471.5,463.34454,8.15545654296875,1.729683254076087
2020-10-02,Maharashtra,WR,376.7,440.14334,63.443341064453136,16.841874453000568
2020-10-03,Maharashtra,WR,380.3,388.99496,8.694964599609364,2.2863435707623885
2020-10-04,Maharashtra,WR,387.0,394.95358,7.953582763671875,2.055189344618056
2020-10-05,Maharashtra,WR,392.8,406.10693,13.306933593749989,3.387712218368123
2020-11-01,Maharashtra,WR,386.3,393.96512,7.665118408203114,1.9842398157398689
2020-11-02,Maharashtra,WR,382.6,400.89413,18.294134521484352,4.781530193801451
2020-11-03,Maharashtra,WR,367.1,389.742,22.642004394531227,6.167802886006871
2020-11-04,Maharashtra,WR,477.1,381.19833,95.90166625976565,20.10095708651554
2020-11-05,Maharashtra,WR,485.9,463.86197,22.038031005859352,4.535507513039587
2020-12-01,Maharashtra,WR,494.1,464.0589,30.041101074218773,6.079963787536688
2020-12-02,Maharashtra,WR,492.8,490.0276,2.7724121093750114,0.5625836260907084
2020-12-03,Maharashtra,WR,472.8,492.2713,19.47130126953124,4.118295530780719
2020-12-04,Maharashtra,WR,475.3,475.8781,0.5781127929687386,0.12163113674915603
2020-12-05,Maharashtra,WR,470.5,471.00818,0.5081787109375,0.10800822761689692
2020-02-28,Manipur,NER,2.5,1.8458918,0.6541081666946411,26.16432666778564
2020-02-29,Manipur,NER,2.6,3.097074,0.4970740318298339,19.118231993455147
2020-03-01,Manipur,NER,2.6,2.6911566,0.09115662574768058,3.5060240672184837
2020-03-02,Manipur,NER,2.6,2.8672986,0.26729860305786124,10.280715502225432
2020-03-03,Manipur,NER,2.6,2.8672986,0.26729860305786124,10.280715502225432
2020-03-04,Manipur,NER,2.7,2.793143,0.09314303398132306,3.449741999308262
2020-03-05,Manipur,NER,2.7,2.9151444,0.2151444435119627,7.968312722665286
2020-03-13,Manipur,NER,2.7,1.9969248,0.7030752420425417,26.039823779353394
2020-03-14,Manipur,NER,2.6,2.117867,0.48213300704956064,18.54357719421387
2020-03-15,Manipur,NER,2.6,2.477951,0.12204895019531259,4.694190392127407
2020-03-16,Manipur,NER,2.3,3.1142154,0.8142153739929201,35.40066843447479
2020-03-17,Manipur,NER,2.4,2.4587584,0.05875835418701181,2.448264757792159
2020-03-18,Manipur,NER,2.3,2.412187,0.11218709945678729,4.877699976382057
2020-03-19,Manipur,NER,2.5,2.3812466,0.11875343322753906,4.7501373291015625
2020-03-20,Manipur,NER,2.6,2.3977633,0.2022367477416993,7.77833645160382
2020-03-21,Manipur,NER,2.4,2.4354925,0.03549251556396493,1.4788548151652057
2020-03-22,Manipur,NER,2.3,2.5599933,0.25999326705932635,11.304055089535929
2020-03-23,Manipur,NER,2.4,2.4355466,0.03554663658142099,1.4811098575592079
2020-03-24,Manipur,NER,2.3,2.3652222,0.065222215652466,2.8357485066289567
2020-03-25,Manipur,NER,2.2,2.260126,0.060126113891601385,2.733005176890972
2020-03-26,Manipur,NER,2.8,2.212159,0.5878410816192625,20.994324343545088
2020-03-27,Manipur,NER,2.1,2.6498806,0.5498806476593017,26.18479274568103
2020-03-28,Manipur,NER,2.1,3.4345443,1.3345443248748778,63.54972975594656
2020-03-29,Manipur,NER,2.5,4.973303,2.4733028411865234,98.93211364746094
2020-03-30,Manipur,NER,2.6,1.8882961,0.7117038726806642,27.373225872333233
2020-03-31,Manipur,NER,2.5,4.772226,2.272225856781006,90.88903427124023
2020-04-01,Manipur,NER,2.5,2.6579218,0.15792179107666016,6.316871643066406
2020-04-02,Manipur,NER,2.4,2.6958678,0.29586777687072763,12.327824036280319
2020-04-03,Manipur,NER,2.3,2.5725849,0.27258486747741717,11.851515977279007
2020-04-04,Manipur,NER,2.3,2.5416443,0.241644334793091,10.506275425786566
2020-04-05,Manipur,NER,2.5,2.5295942,0.02959418296813965,1.183767318725586
2020-04-13,Manipur,NER,2.6,2.6960242,0.09602417945861808,3.6932376714853103
2020-04-14,Manipur,NER,2.6,2.753609,0.15360894203186026,5.908036231994625
2020-04-15,Manipur,NER,2.5,2.3785298,0.12147021293640137,4.858808517456055
2020-04-16,Manipur,NER,2.5,2.5694199,0.06941986083984375,2.77679443359375
2020-04-17,Manipur,NER,2.4,2.5174296,0.11742959022521982,4.892899592717493
2020-04-18,Manipur,NER,2.4,2.4085817,0.00858173370361337,0.3575722376505571
2020-04-19,Manipur,NER,2.9,2.6763034,0.2236966133117675,7.713676321095431
2020-04-20,Manipur,NER,2.8,3.0280845,0.22808451652526873,8.14587559018817
2020-04-21,Manipur,NER,2.9,3.008229,0.10822901725769052,3.732035077851397
2020-04-22,Manipur,NER,2.9,2.9340734,0.03407344818115243,1.1749464890052563
2020-04-23,Manipur,NER,2.5,2.9340734,0.43407344818115234,17.362937927246094
2020-04-24,Manipur,NER,2.8,2.4942179,0.3057821273803709,10.920790263584676
2020-04-25,Manipur,NER,2.8,2.814158,0.014157962799072443,0.5056415285383016
2020-04-26,Manipur,NER,2.4,3.053768,0.6537679195404054,27.240329980850227
2020-04-27,Manipur,NER,2.5,2.3594096,0.14059042930603027,5.623617172241211
2020-04-28,Manipur,NER,2.8,2.437795,0.3622050762176512,12.935895579201828
2020-04-29,Manipur,NER,2.7,2.7876034,0.08760337829589826,3.2445695665147505
2020-04-30,Manipur,NER,2.4,1.9810107,0.41898932456970206,17.457888523737587
2020-05-01,Manipur,NER,2.3,2.534639,0.2346388816833498,10.201690507971731
2020-05-02,Manipur,NER,2.2,2.5416443,0.34164433479309064,15.529287945140483
2020-05-03,Manipur,NER,2.3,2.5295942,0.22959418296813983,9.982355781223472
2020-05-04,Manipur,NER,2.5,2.6677902,0.16779017448425293,6.711606979370117
2020-05-05,Manipur,NER,2.4,2.8042223,0.40422234535217294,16.84259772300721
2020-05-13,Manipur,NER,2.3,2.516377,0.2163769721984865,9.407694443412458
2020-05-14,Manipur,NER,2.2,2.3965654,0.19656543731689435,8.934792605313378
2020-05-15,Manipur,NER,2.2,2.0436516,0.1563484191894533,7.106746326793331
2020-05-16,Manipur,NER,2.3,2.2921264,0.007873582839965643,0.3423296886941584
2020-05-17,Manipur,NER,2.7,3.1866808,0.48668079376220685,18.025214583785438
2020-05-18,Manipur,NER,2.7,2.8239625,0.12396245002746564,4.591201852869098
2020-05-19,Manipur,NER,2.7,2.9128335,0.21283345222473127,7.882720452767825
2020-05-20,Manipur,NER,2.7,2.838678,0.13867788314819318,5.136217894377524
2020-05-21,Manipur,NER,2.3,2.8188224,0.5188223838806154,22.557494951331105
2020-05-22,Manipur,NER,2.4,2.3577857,0.04221429824829093,1.7589290936787887
2020-05-23,Manipur,NER,2.1,2.3887262,0.28872623443603507,13.74886830647786
2020-06-01,Manipur,NER,2.4,3.5452662,1.1452661514282227,47.71942297617595
2020-06-02,Manipur,NER,2.3,2.6404896,0.3404895782470705,14.803894706394372
2020-06-03,Manipur,NER,2.5,2.5353935,0.035393476486206055,1.4157390594482422
2020-06-04,Manipur,NER,2.3,2.6718256,0.37182564735412615,16.16633249365766
2020-06-05,Manipur,NER,2.4,2.155297,0.24470295906066886,10.195956627527869
2020-07-01,Manipur,NER,2.2,2.5312903,0.331290292739868,15.058649669993999
2020-07-02,Manipur,NER,2.5,2.5382957,0.038295745849609375,1.531829833984375
2020-07-03,Manipur,NER,2.4,2.3835025,0.01649751663207999,0.6873965263366663
2020-07-04,Manipur,NER,2.5,2.2780108,0.22198915481567383,8.879566192626953
2020-07-05,Manipur,NER,2.6,2.4723735,0.12762651443481454,4.908712093646713
2020-08-01,Manipur,NER,2.5,2.7222836,0.22228360176086426,8.89134407043457
2020-08-02,Manipur,NER,2.5,2.7026448,0.20264482498168945,8.105792999267578
2020-08-03,Manipur,NER,2.6,2.7970164,0.19701638221740714,7.577553162207967
2020-08-04,Manipur,NER,2.5,2.8546011,0.3546011447906494,14.184045791625977
2020-08-05,Manipur,NER,2.7,2.7228608,0.022860813140868963,0.8466967829951467
2020-09-01,Manipur,NER,2.5,2.9386566,0.4386565685272217,17.546262741088867
2020-09-02,Manipur,NER,2.8,2.7228608,0.07713918685913068,2.7549709592546674
2020-09-03,Manipur,NER,2.6,3.042801,0.4428009033203124,17.03080397385817
2020-09-04,Manipur,NER,2.6,2.7602296,0.16022958755493155,6.162676444420444
2020-09-05,Manipur,NER,2.7,2.7602296,0.06022958755493146,2.2307254649974615
2020-10-01,Manipur,NER,2.7,2.6847656,0.015234422683715998,0.5642378771746666
2020-10-02,Manipur,NER,2.5,2.7024956,0.20249557495117188,8.099822998046875
2020-10-03,Manipur,NER,2.6,2.5229094,0.07709059715271005,2.965022967411925
2020-10-04,Manipur,NER,2.4,2.5804942,0.18049416542053232,7.520590225855514
2020-10-05,Manipur,NER,2.5,2.5117893,0.011789321899414062,0.4715728759765625
2020-11-01,Manipur,NER,2.6,1.4426178,1.1573822259902955,44.51470099962675
2020-11-02,Manipur,NER,2.3,2.3852444,0.08524436950683612,3.7062769350798317
2020-11-03,Manipur,NER,2.4,2.1912274,0.20877256393432608,8.69885683059692
2020-11-04,Manipur,NER,2.3,2.1480124,0.1519876003265379,6.608156535936431
2020-11-05,Manipur,NER,2.1,2.1170719,0.017071866989135653,0.8129460471016977
2020-12-01,Manipur,NER,2.1,2.1950161,0.09501614570617667,4.524578366960793
2020-12-02,Manipur,NER,2.4,2.1588066,0.24119343757629386,10.049726565678911
2020-12-03,Manipur,NER,2.3,2.4834552,0.18345518112182635,7.976312222688104
2020-12-04,Manipur,NER,2.5,2.4322987,0.06770133972167969,2.7080535888671875
2020-12-05,Manipur,NER,2.5,2.5687308,0.06873083114624023,2.7492332458496094
2020-02-28,Meghalaya,NER,5.2,5.172543,0.0274569511413576,0.5280182911799538
2020-02-29,Meghalaya,NER,4.9,6.0060997,1.106099700927734,22.573463284239466
2020-03-01,Meghalaya,NER,6.3,4.990278,1.3097222328186033,20.78924179077148
2020-03-02,Meghalaya,NER,6.4,6.794203,0.39420280456542933,6.1594188213348335
2020-03-03,Meghalaya,NER,6.5,6.794203,0.2942028045654297,4.5261969933143025
2020-03-04,Meghalaya,NER,6.4,6.720047,0.32004699707031214,5.0007343292236275
2020-03-05,Meghalaya,NER,6.5,6.720047,0.2200469970703125,3.3853384164663463
2020-03-13,Meghalaya,NER,6.3,5.801829,0.49817113876342756,7.907478393070279
2020-03-14,Meghalaya,NER,6.4,5.9227705,0.4772294998168949,7.456710934638982
2020-03-15,Meghalaya,NER,5.8,6.4048557,0.6048557281494142,10.428547037058866
2020-03-16,Meghalaya,NER,5.6,6.385807,0.785807037353516,14.03226852416993
2020-03-17,Meghalaya,NER,5.9,5.4767303,0.42326965332031286,7.174061920683268
2020-03-18,Meghalaya,NER,5.6,5.8743396,0.274339580535889,4.898921080998019
2020-03-19,Meghalaya,NER,6.0,5.426703,0.5732970237731934,9.55495039621989
2020-03-20,Meghalaya,NER,6.4,5.754425,0.6455749511718754,10.087108612060552
2020-03-21,Meghalaya,NER,5.3,6.4388647,1.1388647079467775,21.48801335748637
2020-03-22,Meghalaya,NER,3.5,5.6234927,2.12349271774292,60.67122050694057
2020-03-23,Meghalaya,NER,3.6,3.8453743,0.24537434577941886,6.815954049428301
2020-03-24,Meghalaya,NER,3.5,4.04411,0.5441098213195801,15.545994894845144
2020-03-25,Meghalaya,NER,3.6,3.6699538,0.06995382308959952,1.9431617524888756
2020-03-26,Meghalaya,NER,3.3,3.9219887,0.6219887256622316,18.848143201885808
2020-03-27,Meghalaya,NER,3.7,3.4373713,0.262628746032715,7.098074217100406
2020-03-28,Meghalaya,NER,3.7,5.1118326,1.4118326187133787,38.15763834360483
2020-03-29,Meghalaya,NER,5.8,6.650592,0.8505918502807619,14.665376728978655
2020-03-30,Meghalaya,NER,5.8,5.1403785,0.6596215248107908,11.372784910530877
2020-03-31,Meghalaya,NER,6.0,7.9667253,1.9667253494262695,32.778755823771164
2020-04-01,Meghalaya,NER,5.7,5.8211327,0.1211326599121092,2.125134384422968
2020-04-02,Meghalaya,NER,6.0,5.829067,0.17093276977539062,2.8488794962565107
2020-04-03,Meghalaya,NER,6.4,5.841287,0.5587128639221195,8.729888498783117
2020-04-04,Meghalaya,NER,6.3,6.4965997,0.1965996742248537,3.120629749600852
2020-04-05,Meghalaya,NER,6.5,6.4845495,0.015450477600097656,0.2376996553861178
2020-04-13,Meghalaya,NER,6.4,6.514548,0.11454782485961879,1.7898097634315435
2020-04-14,Meghalaya,NER,6.4,6.6805143,0.28051433563232386,4.383036494255061
2020-04-15,Meghalaya,NER,6.6,6.305434,0.29456577301025355,4.4631177728826295
2020-04-16,Meghalaya,NER,6.7,6.5539093,0.14609069824218768,2.180458182719219
2020-04-17,Meghalaya,NER,6.6,6.5019193,0.09808073043823207,1.4860716733065464
2020-04-18,Meghalaya,NER,6.3,6.5750303,0.2750303268432619,4.36556074354384
2020-04-19,Meghalaya,NER,6.2,6.842752,0.6427519798278807,10.36696741657872
2020-04-20,Meghalaya,NER,6.3,6.1137886,0.1862113952636717,2.955736432756694
2020-04-21,Meghalaya,NER,6.2,6.7492456,0.5492456436157225,8.858800703479394
2020-04-22,Meghalaya,NER,6.2,6.0197773,0.18022270202636737,2.9068177746188284
2020-04-23,Meghalaya,NER,6.4,6.0197773,0.38022270202636754,5.940979719161993
2020-04-24,Meghalaya,NER,6.1,6.555175,0.45517482757568395,7.461882419273508
2020-04-25,Meghalaya,NER,6.2,5.8998623,0.30013771057128924,4.840930815665955
2020-04-26,Meghalaya,NER,5.9,6.1394725,0.2394724845886227,4.058855670993604
2020-04-27,Meghalaya,NER,5.8,5.8705454,0.07054538726806658,1.2162997804839066
2020-04-28,Meghalaya,NER,6.0,5.843439,0.15656089782714844,2.6093482971191406
2020-04-29,Meghalaya,NER,6.0,5.8733077,0.1266922950744629,2.111538251241048
2020-04-30,Meghalaya,NER,5.8,5.207069,0.5929310798645018,10.222949652836238
2020-05-01,Meghalaya,NER,5.9,6.045775,0.14577493667602504,2.4707616385766955
2020-05-02,Meghalaya,NER,6.0,6.0837207,0.08372068405151367,1.3953447341918945
2020-05-03,Meghalaya,NER,4.0,6.0716705,2.0716705322265625,51.79176330566406
2020-05-04,Meghalaya,NER,4.3,4.491485,0.19148511886596697,4.453142299208535
2020-05-05,Meghalaya,NER,4.3,4.6439505,0.34395046234130877,7.998847961425786
2020-05-13,Meghalaya,NER,4.4,4.4615974,0.06159744262695277,1.3999418778852901
2020-05-14,Meghalaya,NER,4.6,4.584212,0.015788173675536754,0.34322116685949466
2020-05-15,Meghalaya,NER,4.8,4.39803,0.4019701957702635,8.374379078547156
2020-05-16,Meghalaya,NER,4.9,4.8741355,0.02586450576782262,0.5278470564861759
2020-05-17,Meghalaya,NER,6.7,5.76869,0.9313098907470705,13.900147623090604
2020-05-18,Meghalaya,NER,6.5,6.717737,0.21773719787597656,3.349803044245793
2020-05-19,Meghalaya,NER,6.6,6.717737,0.11773719787597692,1.783896937514802
2020-05-20,Meghalaya,NER,6.9,6.6435814,0.256418609619141,3.7162117336107388
2020-05-21,Meghalaya,NER,6.7,6.623726,0.07627410888671893,1.1384195356226705
2020-05-22,Meghalaya,NER,6.7,6.4787083,0.22129173278808612,3.30286168340427
2020-05-23,Meghalaya,NER,6.4,6.4787083,0.07870826721191371,1.2298166751861517
2020-06-01,Meghalaya,NER,6.0,7.710742,1.7107419967651367,28.512366612752277
2020-06-02,Meghalaya,NER,6.0,6.075158,0.07515811920166016,1.2526353200276694
2020-06-03,Meghalaya,NER,6.0,6.0010023,0.0010023117065429688,0.016705195109049477
2020-06-04,Meghalaya,NER,5.9,6.0284867,0.12848672866821254,2.1777411638680086
2020-06-05,Meghalaya,NER,6.0,5.786244,0.21375608444213867,3.562601407368978
2020-07-01,Meghalaya,NER,6.0,6.1312966,0.13129663467407227,2.188277244567871
2020-07-02,Meghalaya,NER,6.1,6.1692424,0.0692423820495609,1.1351210172059165
2020-07-03,Meghalaya,NER,5.0,5.878017,0.8780169486999512,17.560338973999023
2020-07-04,Meghalaya,NER,4.9,4.9055457,0.005545711517333629,0.11317778606803323
2020-07-05,Meghalaya,NER,5.1,4.9055457,0.19445428848266566,3.8128291859346213
2020-08-01,Meghalaya,NER,5.3,5.5737233,0.27372331619262713,5.164590871559003
2020-08-02,Meghalaya,NER,5.3,5.584184,0.2841841697692873,5.361965467345043
2020-08-03,Meghalaya,NER,5.3,5.6785564,0.37855644226074237,7.142574382278158
2020-08-04,Meghalaya,NER,5.3,5.6785564,0.37855644226074237,7.142574382278158
2020-08-05,Meghalaya,NER,5.6,5.6044006,0.004400634765625355,0.07858276367188136
2020-09-01,Meghalaya,NER,5.7,5.6406107,0.05938930511474627,1.0419176335920397
2020-09-02,Meghalaya,NER,5.5,6.022026,0.5220260620117188,9.491382945667613
2020-09-03,Meghalaya,NER,5.9,5.6044006,0.29559936523437536,5.010158732786023
2020-09-04,Meghalaya,NER,5.7,6.031821,0.33182077407836896,5.821417089094192
2020-09-05,Meghalaya,NER,5.9,6.0018096,0.1018095970153805,1.725586390091195
2020-10-01,Meghalaya,NER,5.7,5.8343563,0.13435630798339826,2.3571282102350573
2020-10-02,Meghalaya,NER,5.6,5.8220744,0.2220744132995609,3.965614523206445
2020-10-03,Meghalaya,NER,6.0,5.404449,0.5955510139465332,9.925850232442219
2020-10-04,Meghalaya,NER,6.2,5.8520856,0.34791440963745135,5.611522736087925
2020-10-05,Meghalaya,NER,5.9,5.946458,0.04645786285400355,0.7874214043051448
2020-11-01,Meghalaya,NER,5.8,4.771795,1.0282052040100096,17.727675931207063
2020-11-02,Meghalaya,NER,5.6,5.656837,0.0568369865417484,1.0149461882455073
2020-11-03,Meghalaya,NER,5.9,5.2092004,0.6907996177673343,11.708468097751428
2020-11-04,Meghalaya,NER,4.9,5.582681,0.6826811790466305,13.932268960135316
2020-11-05,Meghalaya,NER,5.3,4.61021,0.6897900581359862,13.014906757282757
2020-12-01,Meghalaya,NER,5.4,5.346414,0.053585910797119496,0.9923316814281387
2020-12-02,Meghalaya,NER,5.4,5.310204,0.0897959709167484,1.6628883503101555
2020-12-03,Meghalaya,NER,5.4,5.5593586,0.15935859680175746,2.951085125958471
2020-12-04,Meghalaya,NER,5.7,5.539142,0.16085786819458026,2.8220678630628115
2020-12-05,Meghalaya,NER,5.8,5.9567676,0.15676755905151385,2.702888949164032
2020-02-28,Mizoram,NER,1.6,1.1993175,0.40068254470825204,25.042659044265754
2020-02-29,Mizoram,NER,1.7,2.4336224,0.7336223602294922,43.154256484087774
2020-03-01,Mizoram,NER,1.8,1.9869976,0.18699760437011714,10.38875579833984
2020-03-02,Mizoram,NER,1.7,2.1631398,0.463139820098877,27.24351882934571
2020-03-03,Mizoram,NER,1.8,2.216053,0.4160530090332031,23.11405605740017
2020-03-04,Mizoram,NER,1.8,2.0889843,0.2889842510223388,16.054680612352158
2020-03-05,Mizoram,NER,1.6,2.1418974,0.541897439956665,33.86858999729156
2020-03-13,Mizoram,NER,1.6,1.1538863,0.446113681793213,27.882105112075813
2020-03-14,Mizoram,NER,1.5,1.2219155,0.27808451652526855,18.538967768351235
2020-03-15,Mizoram,NER,2.0,1.7040011,0.2959989309310913,14.799946546554565
2020-03-16,Mizoram,NER,1.7,2.5456824,0.845682430267334,49.746025309843176
2020-03-17,Mizoram,NER,1.4,2.0994992,0.6994992256164552,49.96423040117538
2020-03-18,Mizoram,NER,1.7,1.6926724,0.007327628135681108,0.43103694915771223
2020-03-19,Mizoram,NER,1.8,1.8711036,0.07110364437103267,3.9502024650573704
2020-03-20,Mizoram,NER,1.7,1.7511885,0.051188516616821333,3.011089212754196
2020-03-21,Mizoram,NER,1.7,1.7842462,0.08424620628356938,4.95565919315114
2020-03-22,Mizoram,NER,1.5,2.0189106,0.5189106464385986,34.59404309590657
2020-03-23,Mizoram,NER,1.5,1.8556129,0.3556128740310669,23.707524935404457
2020-03-24,Mizoram,NER,1.5,1.754348,0.2543480396270752,16.956535975138344
2020-03-25,Mizoram,NER,1.6,1.6801924,0.08019235134124747,5.012021958827967
2020-03-26,Mizoram,NER,1.6,1.6322252,0.03222515583038321,2.014072239398951
2020-03-27,Mizoram,NER,1.5,1.6135749,0.11357486248016357,7.571657498677571
2020-03-28,Mizoram,NER,1.5,2.9880364,1.4880363941192627,99.20242627461752
2020-03-29,Mizoram,NER,1.6,4.5267954,2.9267953872680663,182.92471170425412
2020-03-30,Mizoram,NER,1.6,1.2608018,0.3391982078552247,21.199887990951545
2020-03-31,Mizoram,NER,1.7,4.0871477,2.3871477127075194,140.4204536886776
2020-04-01,Mizoram,NER,1.7,2.0113478,0.311347770690918,18.31457474652459
2020-04-02,Mizoram,NER,2.0,2.0492938,0.04929375648498535,2.4646878242492676
2020-04-03,Mizoram,NER,2.1,2.1671283,0.0671283245086669,3.1965868813650906
2020-04-04,Mizoram,NER,1.6,2.318011,0.7180110454559325,44.87569034099578
2020-04-05,Mizoram,NER,1.6,2.1005442,0.5005442142486571,31.28401339054107
2020-04-13,Mizoram,NER,1.8,1.9796585,0.1796584844589233,9.981026914384628
2020-04-14,Mizoram,NER,1.7,2.0494494,0.3494494438171387,20.555849636302277
2020-04-15,Mizoram,NER,1.8,1.7272836,0.07271640300750737,4.039800167083742
2020-04-16,Mizoram,NER,1.7,1.922845,0.22284500598907475,13.10852976406322
2020-04-17,Mizoram,NER,1.6,1.9237686,0.32376863956451407,20.235539972782128
2020-04-18,Mizoram,NER,1.4,1.7977078,0.39770779609680185,28.407699721200135
2020-04-19,Mizoram,NER,2.1,1.9567897,0.14321026802062997,6.81953657241095
2020-04-20,Mizoram,NER,1.9,2.1971962,0.29719624519348153,15.641907641762188
2020-04-21,Mizoram,NER,1.8,2.2576077,0.4576076984405517,25.422649913363983
2020-04-22,Mizoram,NER,2.0,2.0204723,0.020472288131713867,1.0236144065856934
2020-04-23,Mizoram,NER,1.8,2.1560984,0.35609836578369136,19.78324254353841
2020-04-24,Mizoram,NER,1.8,1.9985265,0.19852645397186275,11.029247442881264
2020-04-25,Mizoram,NER,1.7,1.9005568,0.20055680274963383,11.797458985272579
2020-04-26,Mizoram,NER,1.8,2.140167,0.34016699790954585,18.898166550530323
2020-04-27,Mizoram,NER,1.9,1.8183262,0.08167376518249503,4.298619220131317
2020-04-28,Mizoram,NER,1.7,1.9091439,0.2091439247131348,12.302583806654988
2020-04-29,Mizoram,NER,1.7,1.8740026,0.17400257587432866,10.235445639666391
2020-04-30,Mizoram,NER,1.8,1.15485,0.6451499938964844,35.841666327582466
2020-05-01,Mizoram,NER,1.7,1.9935564,0.29355638027191167,17.26802236893598
2020-05-02,Mizoram,NER,1.6,2.0844157,0.48441567420959464,30.275979638099663
2020-05-03,Mizoram,NER,1.5,1.9496615,0.4496614933013916,29.97743288675944
2020-05-04,Mizoram,NER,1.5,2.0878575,0.5878574848175049,39.190498987833664
2020-05-05,Mizoram,NER,1.3,2.0878575,0.7878574848175048,60.604421909038834
2020-05-13,Mizoram,NER,1.6,1.7486606,0.14866056442260733,9.291285276412959
2020-05-14,Mizoram,NER,1.7,1.9055028,0.20550279617309575,12.088399774887986
2020-05-15,Mizoram,NER,1.5,1.6223799,0.12237989902496338,8.158659934997559
2020-05-16,Mizoram,NER,1.7,1.8010641,0.10106413364410405,5.944949037888474
2020-05-17,Mizoram,NER,1.7,2.76541,1.0654099464416504,62.67117332009708
2020-05-18,Mizoram,NER,1.7,2.0866728,0.38667278289794926,22.745457817526425
2020-05-19,Mizoram,NER,1.8,2.0866728,0.2866727828979492,15.92626571655273
2020-05-20,Mizoram,NER,1.6,2.0125172,0.41251721382141104,25.78232586383819
2020-05-21,Mizoram,NER,1.6,1.9757838,0.3757838249206542,23.486489057540886
2020-05-22,Mizoram,NER,1.7,1.7778522,0.07785217761993413,4.5795398599961255
2020-05-23,Mizoram,NER,1.6,1.8476431,0.24764313697814933,15.477696061134333
2020-06-01,Mizoram,NER,1.6,3.0098872,1.4098872184753417,88.11795115470885
2020-06-02,Mizoram,NER,1.7,2.0296164,0.32961635589599614,19.389197405646833
2020-06-03,Mizoram,NER,1.7,2.0252516,0.32525162696838383,19.132448645199048
2020-06-04,Mizoram,NER,1.8,2.0252516,0.22525162696838374,12.51397927602132
2020-06-05,Mizoram,NER,1.8,1.734026,0.06597404479980473,3.665224711100263
2020-07-01,Mizoram,NER,1.8,2.131992,0.3319921016693115,18.444005648295082
2020-07-02,Mizoram,NER,1.7,2.169938,0.46993808746337895,27.64341690961053
2020-07-03,Mizoram,NER,1.7,1.8787124,0.17871241569519047,10.512495040893558
2020-07-04,Mizoram,NER,1.7,1.8257992,0.1257992267608643,7.399954515344959
2020-07-05,Mizoram,NER,1.8,1.8257992,0.025799226760864213,1.4332903756035675
2020-08-01,Mizoram,NER,1.9,2.0181248,0.11812481880187997,6.217095726414736
2020-08-02,Mizoram,NER,1.9,2.173994,0.2739940643310548,14.420740227950251
2020-08-03,Mizoram,NER,1.9,2.2683656,0.36836562156677255,19.38766429298803
2020-08-04,Mizoram,NER,1.8,2.2683656,0.4683656215667724,26.02031230926513
2020-08-05,Mizoram,NER,1.6,2.1292,0.529199981689453,33.07499885559081
2020-09-01,Mizoram,NER,1.6,2.0956187,0.49561872482299796,30.97617030143737
2020-09-02,Mizoram,NER,1.7,2.006496,0.3064959526062012,18.02917368271772
2020-09-03,Mizoram,NER,1.6,2.0762868,0.47628679275512686,29.767924547195427
2020-09-04,Mizoram,NER,1.7,1.9862798,0.286279845237732,16.839990896337177
2020-09-05,Mizoram,NER,1.6,2.0560708,0.4560708045959472,28.504425287246697
2020-10-01,Mizoram,NER,1.7,1.7888135,0.08881347179412846,5.224321870242851
2020-10-02,Mizoram,NER,1.9,1.8763342,0.023665809631347567,1.2455689279656614
2020-10-03,Mizoram,NER,1.7,1.9413449,0.2413448572158814,14.196756306816551
