ParsedDate,States,Actual,Predicted,Residual,Absolute_Error
2020-04-29,Telangana,160.9,172.13902,-11.239022827148432,11.239022827148432
2020-04-30,Telangana,159.9,162.00494,-2.1049438476562443,2.1049438476562443
2020-05-01,Telangana,144.0,161.71878,-17.718780517578125,17.718780517578125
2020-05-02,Telangana,156.0,154.74937,1.2506256103515625,1.2506256103515625
2020-05-03,Telangana,141.8,159.5993,-17.79930419921874,17.79930419921874
2020-05-04,Telangana,144.6,155.45935,-10.859350585937506,10.859350585937506
2020-05-05,Telangana,146.9,155.612,-8.711999511718744,8.711999511718744
2020-05-13,Telangana,146.1,156.85313,-10.753134155273443,10.753134155273443
2020-05-14,Telangana,141.8,158.43463,-16.63463134765624,16.63463134765624
2020-05-15,Telangana,145.4,160.62888,-15.22887573242187,15.22887573242187
2020-05-16,Telangana,147.8,160.87735,-13.077349853515614,13.077349853515614
2020-05-17,Telangana,208.6,179.59091,29.00908813476562,29.00908813476562
2020-05-18,Telangana,215.2,209.00453,6.195468139648426,6.195468139648426
2020-05-19,Telangana,228.9,214.92625,13.973745727539068,13.973745727539068
2020-05-20,Telangana,226.2,227.31427,-1.1142700195312614,1.1142700195312614
2020-05-21,Telangana,226.7,223.98999,2.7100097656249886,2.7100097656249886
2020-05-22,Telangana,220.6,226.12952,-5.529516601562506,5.529516601562506
2020-05-23,Telangana,192.9,220.12079,-27.220788574218744,27.220788574218744
2020-06-01,Telangana,157.3,174.78087,-17.480868530273426,17.480868530273426
2020-06-02,Telangana,156.0,160.51349,-4.51348876953125,4.51348876953125
2020-06-03,Telangana,165.9,156.89307,9.006933593750006,9.006933593750006
2020-06-04,Telangana,172.5,166.57718,5.922821044921875,5.922821044921875
2020-06-05,Telangana,181.5,170.92146,10.578536987304688,10.578536987304688
2020-07-01,Telangana,181.7,179.32356,2.376437377929676,2.376437377929676
2020-07-02,Telangana,175.6,183.02896,-7.428961181640631,7.428961181640631
2020-07-03,Telangana,161.9,177.9813,-16.08129272460937,16.08129272460937
2020-07-04,Telangana,168.5,169.42496,-0.924957275390625,0.924957275390625
2020-07-05,Telangana,175.3,177.79196,-2.4919616699218636,2.4919616699218636
2020-08-01,Telangana,190.3,173.7925,16.50750427246095,16.50750427246095
2020-08-02,Telangana,193.7,186.11568,7.584323120117176,7.584323120117176
2020-08-03,Telangana,188.3,191.36728,-3.0672790527343636,3.0672790527343636
2020-08-04,Telangana,188.1,187.1627,0.9372955322265568,0.9372955322265568
2020-08-05,Telangana,248.6,187.08855,61.51145324707031,61.51145324707031
2020-09-01,Telangana,254.0,246.4157,7.5843048095703125,7.5843048095703125
2020-09-02,Telangana,254.1,246.99947,7.100534057617182,7.100534057617182
2020-09-03,Telangana,247.3,246.56598,0.7340209960937614,0.7340209960937614
2020-09-04,Telangana,244.1,243.05255,1.0474487304687443,1.0474487304687443
2020-09-05,Telangana,237.6,243.23622,-5.636221313476568,5.636221313476568
2020-10-01,Telangana,226.7,219.9729,6.727099609374989,6.727099609374989
2020-10-02,Telangana,144.8,217.20639,-72.40639038085936,72.40639038085936
2020-10-03,Telangana,145.5,151.48885,-5.9888458251953125,5.9888458251953125
2020-10-04,Telangana,146.3,153.2776,-6.977603149414051,6.977603149414051
2020-10-05,Telangana,152.5,153.04474,-0.54473876953125,0.54473876953125
2020-11-01,Telangana,152.5,149.74055,2.7594451904296875,2.7594451904296875
2020-11-02,Telangana,150.4,155.32976,-4.929757690429682,4.929757690429682
2020-11-03,Telangana,147.3,152.37755,-5.077548217773426,5.077548217773426
2020-11-04,Telangana,218.5,171.63907,46.860931396484375,46.860931396484375
2020-11-05,Telangana,225.3,214.68214,10.617855834960949,10.617855834960949
2020-12-01,Telangana,227.7,220.22829,7.471713256835926,7.471713256835926
2020-12-02,Telangana,219.5,225.8125,-6.3125,6.3125
2020-12-03,Telangana,212.5,222.58878,-10.088775634765625,10.088775634765625
2020-12-04,Telangana,207.2,205.26305,1.9369537353515511,1.9369537353515511
2020-12-05,Telangana,197.0,207.19647,-10.19647216796875,10.19647216796875
2020-02-28,Tripura,5.1,4.5614657,0.5385342597961422,0.5385342597961422
